use_case_id,use_case_name,abb_id,abb_name,component_name,role_in_solution,abb_description,architecture_layer,primary_pattern_id,primary_pattern_name,pattern_abb_alignment
8,Security AI,126,Peer Group Analysis,User & Entity Behavior Analytics (UEBA),Compares user behavior against peer groups to detect unusual activity,Analytics for peer group comparison,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
8,Security AI,127,SIEM Integration,SIEM Integration,Integrates with SIEM for centralized security event management,Integration with Security Information and Event Management systems,Integration Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
8,Security AI,128,Log Aggregation,SIEM Integration,Aggregates security logs from across the enterprise for analysis,System for collecting and aggregating logs,Integration Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
8,Security AI,129,Event Correlation,SIEM Integration,Correlates security events to identify complex attack patterns,Engine for correlating security events,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
8,Security AI,130,Playbook Engine,AI-powered SOAR,Executes automated security response playbooks using AI,Automation engine for security operations,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
8,Security AI,131,Automation Engine,AI-powered SOAR,Automates security incident response and remediation actions,Automation engine for security operations,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
8,Security AI,132,Orchestration,AI-powered SOAR,Orchestrates security tools and processes for automated threat response,Workflow orchestration engine,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
9,Data Products,133,Data Catalog,Data Catalog Platform,Catalogs all organizational data assets for discovery and governance,Metadata repository for data assets with search and discovery capabilities,Data & Knowledge Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,134,Asset Discovery,Data Catalog Platform,Automatically discovers data assets across the enterprise,Automated data asset discovery,Data & Knowledge Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,135,Lineage Tracking,Data Catalog Platform,Tracks data lineage from source to consumption for data products,System for tracking data lineage,Data & Knowledge Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,136,API Spec Generation,GenAI Data Contracts,Generates API specifications for data product interfaces using AI,Automated API specification generation,AI/ML Services Layer,PT-012,Data Mesh Pattern,2025 Agentic AI with planning/reflection modules
9,Data Products,137,Auto-generation,GenAI Documentation,Automates creation of data product documentation from code and metadata,Automated documentation generation from code,AI/ML Services Layer,PT-012,Data Mesh Pattern,2025 Agentic AI with planning/reflection modules
9,Data Products,138,Auto-tagging,AI Metadata Management,Automatically tags data assets with relevant business and technical metadata,Automated metadata tagging using ML,AI/ML Services Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,139,Recommendation Engine,AI Metadata Management,Recommends relevant data products to users based on their needs,System for generating personalized recommendations,AI/ML Services Layer,PT-012,Data Mesh Pattern,2025 Multi-Model Routing for optimal model selection
9,Data Products,140,Context Understanding,AI Metadata Management,Understands data context to improve metadata quality and discoverability,NLP for understanding data context,AI/ML Services Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,141,Quality Rules,Automated Data Quality Checks,Defines and enforces data quality rules for data products,Rules engine for data quality,Application Services Layer,PT-012,Data Mesh Pattern,2025 Real-Time Scoring with Feature Store dual-store
9,Data Products,142,Validation Engine,Automated Data Quality Checks,Validates data product quality against defined standards,Engine for validating data quality,Application Services Layer,PT-012,Data Mesh Pattern,2025 Real-Time Scoring with Feature Store dual-store
9,Data Products,143,Quality Metrics,Automated Data Quality Checks,Calculates and tracks data quality metrics for data products,System for calculating quality metrics,Application Services Layer,PT-012,Data Mesh Pattern,2025 Real-Time Scoring with Feature Store dual-store
9,Data Products,144,Lineage Graph,Data Lineage Visualization,Visualizes data flow and dependencies for data products,Graph visualization of data lineage,Presentation Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,145,Impact Analysis,Data Lineage Visualization,Analyzes impact of changes to data products on downstream consumers,Tool for analyzing change impact,Application Services Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
9,Data Products,146,Dependency Mapping,Data Lineage Visualization,Maps dependencies between data products and their consumers,System for mapping data dependencies,Data & Knowledge Layer,PT-012,Data Mesh Pattern,2025 Self-Reflective RAG with hybrid search
10,SDLC,147,Code Analysis,AI Code Review,Analyzes code for quality security and best practice compliance,Static code analysis engine,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,148,Pattern Recognition,AI Code Review,Recognizes code patterns and anti-patterns for review feedback,ML models for pattern recognition,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,149,Review Automation,AI Code Review,Automates code review process with AI-generated feedback,Automated code review system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,150,Vulnerability Scanning,Automated Security Testing,Scans code and dependencies for security vulnerabilities,Security vulnerability scanner,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,151,Threat Modeling,Automated Security Testing,Models potential security threats in application architecture,Tool for threat modeling,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,152,Penetration Testing,Automated Security Testing,Performs automated penetration testing to identify security weaknesses,Automated penetration testing tools,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,153,Test Generation,AI Test Generation,Automatically generates test cases from code and requirements,Automated test case generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,154,Coverage Analysis,AI Test Generation,Analyzes test coverage and identifies gaps for additional testing,Test coverage analysis tools,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,155,Test Optimization,AI Test Generation,Optimizes test suite for maximum coverage with minimal execution time,System for optimizing test execution,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,156,Code Completion,AI Coding Assistant,Provides intelligent code completion suggestions to developers,AI-powered code completion,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,157,Code Generation,AI Coding Assistant,Generates code from natural language descriptions or comments,AI code generation from natural language,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,158,Refactoring Suggestions,AI Coding Assistant,Suggests code refactoring to improve quality and maintainability,Tool for suggesting code improvements,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,159,Pipeline Automation,CI/CD Integration,Automates build test and deployment pipelines with AI optimization,CI/CD pipeline automation,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,160,Build Optimization,CI/CD Integration,Optimizes build processes using AI to reduce pipeline execution time,System for optimizing builds,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
10,SDLC,161,Deployment Automation,CI/CD Integration,Automates deployment decisions and processes with AI assistance,Automated deployment system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
11,Fincrime,162,Transaction Monitoring,ML Transaction Monitoring,Monitors transactions in real-time for suspicious financial crime patterns,Real-time transaction monitoring system,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,163,Pattern Detection,ML Transaction Monitoring,Detects complex money laundering and fraud patterns using ML,ML models for pattern detection,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,164,Risk Scoring,ML Transaction Monitoring,Scores transactions by financial crime risk for investigation prioritization,System for calculating risk scores,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,165,Network Analysis,Network Analysis,Analyzes relationship networks to identify financial crime rings,Graph analytics for network analysis,Data & Knowledge Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,166,Graph Analytics,Network Analysis,Uses graph algorithms to uncover hidden connections in financial crime,Graph database and analytics,Data & Knowledge Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,167,Entity Resolution,Network Analysis,Resolves entities across data sources to build complete financial crime networks,System for entity resolution and matching,Data & Knowledge Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,168,Alert Generation,ML Transaction Monitoring,Generates alerts for suspicious transactions requiring investigation,Alert generation from monitoring rules and ML,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,169,False Positive Reduction,Alert Optimization,Reduces false positive alerts using ML improving investigator efficiency,ML models for reducing false positives,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,170,Alert Prioritization,Alert Optimization,Prioritizes financial crime alerts by risk and likelihood for investigation,System for prioritizing alerts,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
11,Fincrime,171,LLM API,GenAI SAR Generation,Generates Suspicious Activity Reports using AI for faster regulatory filing,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Self-Reflective RAG with hybrid search
11,Fincrime,172,Narrative Generation,GenAI SAR Generation,Creates detailed narratives for SARs from investigation findings,Automated narrative generation,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Self-Reflective RAG with hybrid search
11,Fincrime,173,Compliance Templates,GenAI SAR Generation,Ensures SARs comply with regulatory requirements and formats,Templates for compliance documentation,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Self-Reflective RAG with hybrid search
11,Fincrime,174,Case Management,Investigation Platform,Manages financial crime investigation cases and workflows,System for managing investigation cases,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
11,Fincrime,175,Evidence Collection,Investigation Platform,Collects and organizes evidence for financial crime investigations,Tool for collecting investigation evidence,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
11,Fincrime,176,Collaboration Tools,Investigation Platform,Enables investigator collaboration on complex financial crime cases,Platform for team collaboration,Presentation Layer,PT-009,Real-Time ML Scoring,2025 Agentic AI with planning/reflection modules
12,QA/QC,177,Test Execution,Automated Testing,Executes automated test suites for quality assurance,Test automation framework,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,178,Result Analysis,Automated Testing,Analyzes test results to identify failures and quality issues,Test result analysis tools,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,179,Test Reporting,Automated Testing,Generates comprehensive test reports for stakeholders,Automated test reporting,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,180,Defect Prediction,ML Defect Prediction,Predicts likelihood of defects in code using ML models,ML models for defect prediction,AI/ML Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,181,Risk Assessment,ML Defect Prediction,Assesses quality risk in different components to focus testing efforts,System for assessing quality risk,AI/ML Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,182,Priority Ranking,ML Defect Prediction,Ranks testing priorities based on predicted defect likelihood,System for ranking priorities,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,183,Anomaly Detection,ML Anomaly Detection,Detects anomalies in application behavior during testing,ML-based anomaly detection algorithms,AI/ML Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,184,Behavioral Analysis,ML Anomaly Detection,Analyzes application behavior patterns to identify quality issues,System for analyzing behavior patterns,AI/ML Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,185,Performance Monitoring,ML Anomaly Detection,Monitors application performance to detect degradation,Performance monitoring system,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,186,LLM API,GenAI Audit Reports,Generates comprehensive audit reports using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-014,Batch Prediction Pattern,2025 Self-Reflective RAG with hybrid search
12,QA/QC,187,Report Generation,GenAI Audit Reports,Creates formatted audit reports from testing and quality data,Automated report generation system,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Self-Reflective RAG with hybrid search
12,QA/QC,188,Audit Templates,GenAI Audit Reports,Uses templates to ensure audit reports meet compliance requirements,Pre-built templates for audit reporting,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Self-Reflective RAG with hybrid search
12,QA/QC,189,Real-time Monitoring,Real-time Monitoring System,Monitors applications in real-time for quality and performance issues,Real-time monitoring and alerting platform,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,190,Metric Collection,Real-time Monitoring System,Collects quality and performance metrics continuously,System for collecting metrics,Data & Knowledge Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
12,QA/QC,191,Alert Engine,Real-time Monitoring System,Generates alerts when quality thresholds are breached,Alert generation and routing system,Application Services Layer,PT-014,Batch Prediction Pattern,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,192,Fraud Detection,Real-time Fraud Detection,Detects fraudulent transactions in real-time using ML models,Real-time fraud detection system,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,193,ML Scoring,Real-time Fraud Detection,Scores transactions for fraud risk in milliseconds,ML-based fraud scoring engine,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,194,Rule Engine,Real-time Fraud Detection,Applies fraud detection rules for immediate transaction blocking,Rules-based fraud detection,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,195,Behavioral Biometrics,Behavioral Biometrics,Analyzes user behavior patterns to detect account takeover,User behavior profiling and modeling,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,196,Device Fingerprinting,Behavioral Biometrics,Creates device fingerprints to identify fraudulent devices,Device identification and fingerprinting,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,197,Session Analysis,Behavioral Biometrics,Analyzes user session behavior for fraud detection,Session behavior analysis,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,198,Graph Analytics,Network Analysis,Identifies fraud rings through relationship network analysis,Graph database and analytics,Data & Knowledge Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,199,Entity Linking,Network Analysis,Links entities to uncover fraud networks and mule accounts,System for entity resolution and matching,Data & Knowledge Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,200,Community Detection,Network Analysis,Detects communities of fraudsters operating together,Graph algorithms for community detection,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,201,LLM API,GenAI Case Investigation,Uses AI to assist fraud investigators with case analysis,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Self-Reflective RAG with hybrid search
13,Fraud Ops,202,Case Analysis,GenAI Case Investigation,Analyzes fraud cases and generates investigation recommendations,AI-powered case analysis,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Self-Reflective RAG with hybrid search
13,Fraud Ops,203,Investigation Support,GenAI Case Investigation,Provides AI-generated insights to support fraud investigations,Investigation support system,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Self-Reflective RAG with hybrid search
13,Fraud Ops,204,Alert Management,Alert Prioritization,Manages fraud alerts and routes to investigators,System for managing alerts,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,205,ML Prioritization,Alert Prioritization,Prioritizes fraud alerts using ML to maximize investigator efficiency,ML-based alert prioritization,AI/ML Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
13,Fraud Ops,206,Workload Distribution,Alert Prioritization,Distributes fraud investigation workload optimally across team,System for workload distribution,Application Services Layer,PT-009,Real-Time ML Scoring,2025 Real-Time Scoring with Feature Store dual-store
14,Onboarding,207,Identity Verification,Identity Verification,Verifies customer identity during digital onboarding,Identity verification service,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,208,Document Verification,Identity Verification,Validates identity documents using AI for authenticity,AI-powered document verification,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,209,Liveness Detection,Identity Verification,Detects liveness in biometric verification to prevent spoofing,Biometric liveness detection,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,210,Biometric Authentication,Biometric Authentication,Authenticates customers using facial recognition or fingerprint,Multi-factor authentication service,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,211,Facial Recognition,Biometric Authentication,Matches customer face against identity documents,Facial recognition system,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,212,Biometric Matching,Biometric Authentication,Matches biometric data for secure authentication,Biometric matching engine,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,213,OCR Service,OCR Document Processing,Extracts data from identity documents and application forms,Optical Character Recognition service for text extraction,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,214,Data Extraction,OCR Document Processing,Extracts structured data from onboarding documents,Engine for extracting text from images,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,215,Form Processing,OCR Document Processing,Processes application forms and extracts customer information,Intelligent form processing,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,216,Risk Scoring,Automated Risk Assessment,Scores onboarding risk using ML models assessing fraud and credit risk,System for calculating risk scores,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Real-Time Scoring with Feature Store dual-store
14,Onboarding,217,Fraud Detection,Automated Risk Assessment,Detects fraud attempts during customer onboarding,Real-time fraud detection system,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 Real-Time Scoring with Feature Store dual-store
14,Onboarding,218,AML Screening,Automated Risk Assessment,Screens customers against AML and sanctions lists during onboarding,AML screening system,Application Services Layer,PT-011,Intelligent Document Processing,2025 Real-Time Scoring with Feature Store dual-store
14,Onboarding,219,Compliance Validation,Compliance Validation Automation,Validates regulatory compliance requirements automatically,Engine for validating compliance,Application Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,220,KYC Automation,Compliance Validation Automation,Automates Know Your Customer checks using AI,Automated KYC verification,AI/ML Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,221,Regulatory Checks,Compliance Validation Automation,Performs automated regulatory compliance checks,Automated compliance checking,Application Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
14,Onboarding,222,Audit Logging,Compliance Validation Automation,Maintains comprehensive audit trail of onboarding process,Comprehensive audit logging service,Application Services Layer,PT-011,Intelligent Document Processing,2025 IDP with multi-modal extraction
15,Risk Functions,223,Risk Calculation,Operational Risk ML Models,Calculates operational risk using ML models,ML models for risk assessment,AI/ML Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,224,Scenario Analysis,Operational Risk ML Models,Performs scenario analysis for operational risk assessment,Tools for scenario analysis,Application Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,225,Loss Prediction,Operational Risk ML Models,Predicts potential operational losses using ML,ML models for loss prediction,AI/ML Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,226,Incident Detection,Incident Detection,Detects operational risk incidents in real-time,Real-time incident detection system,AI/ML Services Layer,PT-004,ML Model Explainability,2025 Real-Time Scoring with Feature Store dual-store
15,Risk Functions,227,Event Monitoring,Incident Detection,Monitors events across the organization for risk indicators,Event monitoring system,Application Services Layer,PT-004,ML Model Explainability,2025 Real-Time Scoring with Feature Store dual-store
15,Risk Functions,228,Alert Generation,Incident Detection,Generates alerts for operational risk events,Alert generation from monitoring rules and ML,Application Services Layer,PT-004,ML Model Explainability,2025 Real-Time Scoring with Feature Store dual-store
15,Risk Functions,229,Regulatory Reporting,Automated Reporting,Generates regulatory risk reports automatically,Automated compliance report generation,Application Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,230,Report Generation,Automated Reporting,Creates risk reports for internal and external stakeholders,Automated report generation system,Application Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,231,Compliance Tracking,Automated Reporting,Tracks compliance with regulatory requirements,System for tracking compliance,Application Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,232,LLM API,GenAI Risk Narratives,Generates risk narratives and explanations using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,233,Narrative Generation,GenAI Risk Narratives,Creates comprehensive risk narratives for reports,Automated narrative generation,AI/ML Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,234,Risk Templates,GenAI Risk Narratives,Uses templates for consistent risk reporting,Templates for risk documentation,Application Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,235,Risk Dashboard,Risk Visualization,Visualizes operational risk metrics and trends,Dashboard for risk visualization,Presentation Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,236,Metric Visualization,Risk Visualization,Creates visualizations of risk indicators and KRIs,Data visualization tools,Presentation Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
15,Risk Functions,237,Trend Analysis,Risk Visualization,Analyzes and visualizes operational risk trends,System for analyzing trends,Application Services Layer,PT-004,ML Model Explainability,2025 MANDATORY explainability with SHAP/LIME
16,IT Ops,238,Log Analysis,AIOps Platform,Analyzes logs across IT infrastructure for issue detection,AI-powered log analysis,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
16,IT Ops,239,Anomaly Detection,AIOps Platform,Detects anomalies in IT operations using ML,ML-based anomaly detection algorithms,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
16,IT Ops,240,Root Cause Analysis,AIOps Platform,Identifies root causes of IT incidents using AI,AI-powered root cause analysis,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
16,IT Ops,241,Incident Prediction,Predictive Maintenance,Predicts IT incidents before they occur using ML,ML models for predicting incidents,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
16,IT Ops,242,Failure Prediction,Predictive Maintenance,Predicts infrastructure failures for proactive maintenance,System for predicting failures,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
16,IT Ops,243,Capacity Planning,Predictive Maintenance,Plans IT capacity based on predictive analytics,Tools for capacity planning,Application Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
16,IT Ops,244,Runbook Automation,Automated Remediation,Automatically executes remediation runbooks for IT issues,Automated runbook execution,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
16,IT Ops,245,Self-Healing,Automated Remediation,Implements self-healing capabilities for common IT issues,Self-healing automation system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
16,IT Ops,246,Orchestration,Automated Remediation,Orchestrates IT remediation workflows,Workflow orchestration engine,Application Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
16,IT Ops,247,LLM API,GenAI Incident Summary,Generates incident summaries and postmortems using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
16,IT Ops,248,Incident Documentation,GenAI Incident Summary,Automatically documents IT incidents and resolutions,Automated documentation generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
16,IT Ops,249,Postmortem Generation,GenAI Incident Summary,Creates incident postmortem reports with AI,Automated postmortem generation,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Self-Reflective RAG with hybrid search
16,IT Ops,250,Performance Monitoring,Performance Analytics,Monitors IT infrastructure performance continuously,Performance monitoring system,Application Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
16,IT Ops,251,Metric Analysis,Performance Analytics,Analyzes performance metrics to identify optimization opportunities,System for analyzing metrics,Application Services Layer,PT-007,Agentic AI Pattern,2025 Real-Time Scoring with Feature Store dual-store
16,IT Ops,252,Optimization Recommendations,Performance Analytics,Recommends IT infrastructure optimizations using AI,AI-powered optimization recommendations,AI/ML Services Layer,PT-007,Agentic AI Pattern,2025 Agentic AI with planning/reflection modules
17,FrontLine CIB,253,Knowledge Management,RAG for CIB,Stores CIB-specific knowledge for deal structuring and client advisory,Knowledge base system for storing and retrieving organizational knowledge,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,254,Vector Database,RAG for CIB,Enables semantic search of CIB deals and market intelligence,Database optimized for vector similarity search and embeddings,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,255,Document Retrieval,RAG for CIB,Retrieves relevant deal precedents and market data for bankers,System for retrieving contextual information,Application Services Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
17,FrontLine CIB,256,ML Model Serving,Predictive Deal Analytics,Serves models predicting deal success and optimal pricing,Infrastructure for deploying and serving ML models in production,AI/ML Services Layer,PT-005,Self-Reflective RAG,2025 Real-Time Scoring with Feature Store dual-store
17,FrontLine CIB,257,Deal Scoring,Predictive Deal Analytics,Scores deal attractiveness and win probability,Scoring system for deals,AI/ML Services Layer,PT-005,Self-Reflective RAG,2025 Real-Time Scoring with Feature Store dual-store
17,FrontLine CIB,258,Market Analytics,Predictive Deal Analytics,Analyzes market conditions for deal strategy,Analytics for market analysis,Data & Knowledge Layer,PT-005,Self-Reflective RAG,2025 Real-Time Scoring with Feature Store dual-store
17,FrontLine CIB,259,LLM API,GenAI Pitch Materials,Generates pitch decks and client materials using AI,API for accessing Large Language Model capabilities,AI/ML Services Layer,PT-005,Self-Reflective RAG,2025 Self-Reflective RAG with hybrid search
